PetId,amt_sum_12m,amt_mean,amt_max,n_claims,Species,Breed,Premium,Deductible,EnrollPath,pet_age_months,EnrollDate,last_claim_date,first_claim_date,days_since_policy_start,first_claim_gap_days,preexisting_proxy,loss_ratio_12m
52,38.0,38.0,38.0,1,Dog,Mixed breed Medium (20 - 55lbs when full grown),197.37,0.0,EB,72.0,2018-06-01 00:00:00,2012-11-19 16:20:00,2007-04-18 02:29:00,,,0.0,0.19253179307898868
53,820.79,164.158,388.3,5,Dog,Vizsla,43.63,1000.0,Phone,6.0,2018-07-12 14:13:00,2008-08-20 01:20:00,2001-08-19 04:16:00,,,0.0,18.81251432500573
54,456.82,152.27333333333334,230.13,3,Dog,Labrador Retriever (Chocolate),31.07,1000.0,Web,6.0,2018-06-02 07:07:00,2007-02-18 04:03:00,2007-01-20 09:09:00,,,0.0,14.702928870292887
57,563.53,140.8825,246.53,4,Dog,Goldendoodle,29.29,1000.0,Phone,6.0,2018-07-06 04:34:00,2009-02-18 14:57:00,2009-02-18 14:49:00,,,0.0,19.23967224308638
58,334.94,111.64666666666666,197.85,3,Dog,Welsh Terrier,75.8,700.0,Phone,6.0,2018-06-30 13:16:00,2012-10-18 15:34:00,2012-10-18 15:29:00,,,0.0,4.418733509234829
61,830.52,276.84,419.3,3,Cat,Abyssinian,30.16,1000.0,Phone,6.0,2018-04-08 09:01:00,2011-05-19 12:44:00,2003-08-19 15:57:00,,,0.0,20.0
65,1863.6000000000001,931.8000000000001,1829.65,2,Dog,Mixed breed (Unknown size),66.97,200.0,Web,6.0,2018-06-13 21:23:00,2012-10-18 09:53:00,2002-06-19 08:51:00,,,0.0,20.0
66,707.85,235.95000000000002,298.8,3,Dog,Mixed breed Medium (20 - 55lbs when full grown),52.42,200.0,Phone,6.0,2018-12-15 20:10:00,2003-09-20 18:20:00,2003-09-20 18:18:00,,,0.0,13.503433803891644
67,278.02,278.02,278.02,1,Dog,Bernedoodle,62.34,500.0,Phone,6.0,2018-08-28 08:44:00,2003-12-19 10:27:00,2003-12-19 10:27:00,,,0.0,4.459736926531921
70,955.7,136.52857142857144,390.6,7,Dog,Labrador Retriever (Chocolate),75.94,1000.0,Web,84.0,2018-08-10 08:29:00,2010-10-19 14:10:00,2009-05-20 21:14:00,,,0.0,12.584935475375298
75,2444.73,222.24818181818182,746.72,11,Dog,English Bulldog,139.9,200.0,Web,36.0,2018-08-19 19:38:00,2009-09-19 08:06:00,2009-03-19 01:41:00,,,0.0,17.47483917083631
77,468.0,468.0,468.0,1,Dog,Golden Retriever,66.24,500.0,Phone,6.0,2018-12-12 08:16:00,2004-12-19 17:42:00,2004-12-19 17:42:00,,,0.0,7.065217391304349
79,214.0,214.0,214.0,1,Dog,Goldendoodle,65.58,200.0,Web,6.0,2018-02-28 17:33:00,2012-04-20 09:47:00,2003-05-18 15:33:00,,,0.0,3.26318999695029
83,227.7,227.7,227.7,1,Dog,Boston Terrier,130.74,200.0,Phone,6.0,2018-02-18 18:31:00,2012-05-19 19:15:00,2005-06-19 10:17:00,,,0.0,1.741624598439651
95,515.78,515.78,515.78,1,Dog,Belgian Malinois,56.09,750.0,Web,6.0,2018-03-05 14:19:00,2005-01-18 22:28:00,2005-01-18 22:28:00,,,0.0,9.195578534498127
96,3309.37,1654.685,3309.37,2,Cat,Domestic Shorthair,24.69,200.0,Web,6.0,2018-09-23 14:02:00,2011-08-18 05:12:00,2011-07-18 04:48:00,,,0.0,20.0
98,557.45,278.725,285.4,2,Dog,Labrador Retriever,68.0,700.0,Web,6.0,2018-03-26 08:19:00,2006-06-19 17:33:00,2006-06-19 17:33:00,,,0.0,8.19779411764706
102,1109.07,554.535,941.38,2,Dog,Cavalier King Charles Spaniel,54.62,250.0,Phone,6.0,2018-10-16 17:26:00,2012-02-18 11:14:00,2011-04-18 11:48:00,,,0.0,20.0
107,75.0,75.0,75.0,1,Dog,Cavalier King Charles Spaniel,59.93,200.0,Web,6.0,2018-01-09 13:37:00,2011-06-20 10:29:00,2002-11-19 12:58:00,,,0.0,1.2514600367094944
109,76.01,76.01,76.01,1,Dog,Australian Labradoodle,47.47,750.0,Web,6.0,2018-11-10 13:40:00,2011-05-19 13:55:00,2011-05-19 13:55:00,,,0.0,1.6012218243100906
114,474.34,474.34,474.34,1,Dog,Terrier,51.67,700.0,Web,36.0,2018-06-07 18:35:00,2009-10-19 09:01:00,2009-10-19 09:01:00,,,0.0,9.180181923746854
115,353.4,176.7,183.0,2,Dog,Mixed breed Small (up to 20lbs when full grown),45.02,500.0,Web,6.0,2018-02-02 13:59:00,2008-06-19 16:05:00,2008-06-19 16:03:00,,,0.0,7.849844513549533
116,131.35,131.35,131.35,1,Cat,Domestic Mediumhair,38.67,200.0,Web,6.0,2018-08-25 15:49:00,2008-07-20 11:27:00,2008-07-20 11:27:00,,,0.0,3.3966899405223683
117,176.49,176.49,176.49,1,Dog,Goldendoodle,27.52,750.0,Web,6.0,2018-04-02 15:45:00,2010-12-18 22:42:00,2003-04-20 16:17:00,,,0.0,6.413154069767442
119,210.91,210.91,210.91,1,Cat,<Mixed Breed (Cat)>,46.91,200.0,Web,6.0,2018-06-23 13:03:00,2008-05-18 13:49:00,2002-12-19 09:47:00,,,0.0,4.496056277979109
120,3419.9,569.9833333333333,1993.16,6,Dog,French Bulldog,54.84,1000.0,Web,6.0,2018-01-20 17:35:00,2012-01-19 17:56:00,2001-10-18 15:07:00,,,0.0,20.0
122,307.0,307.0,307.0,1,Dog,Labrador Retriever (Black),56.05,1000.0,Phone,6.0,2018-03-05 08:40:00,2003-01-19 14:49:00,2003-01-19 14:49:00,,,0.0,5.477252453166815
126,128.1,128.1,128.1,1,Dog,Beagle,65.27,250.0,Phone,6.0,2018-07-26 08:38:00,2010-01-20 13:55:00,2010-01-20 13:55:00,,,0.0,1.9626168224299065
128,1793.3999999999999,298.9,946.5,6,Cat,<Mixed Breed (Cat)>,129.29,800.0,Phone,132.0,2018-05-16 11:34:00,2009-08-18 11:10:00,2004-03-19 21:41:00,,,0.0,13.871142393069842
130,389.0,129.66666666666666,197.0,3,Dog,Goldendoodle,30.12,1000.0,Web,6.0,2018-09-23 17:10:00,2005-07-20 18:35:00,2005-07-20 18:33:00,,,0.0,12.915006640106242
131,174.75,174.75,174.75,1,Dog,Silky Terrier,65.34,700.0,Web,72.0,2018-05-12 06:58:00,2010-01-18 11:24:00,2002-05-19 14:35:00,,,0.0,2.6744719926538107
132,742.0,371.0,430.0,2,Dog,Maltipoo,47.42,500.0,Web,6.0,2018-01-29 19:03:00,2009-04-19 20:22:00,2002-02-20 05:36:00,,,0.0,15.64740615773935
133,32.6,32.6,32.6,1,Dog,German Shepherd,84.49,200.0,Web,6.0,2018-10-22 04:30:00,2006-12-19 11:32:00,2001-04-19 04:15:00,,,0.0,0.38584447863652505
134,484.07000000000005,242.03500000000003,321.92,2,Dog,Labradoodle,35.35,375.0,Phone,6.0,2018-12-21 11:33:00,2002-04-20 11:19:00,2002-04-20 11:15:00,,,0.0,13.693635077793495
135,674.21,674.21,674.21,1,Dog,Chihuahua,87.83,200.0,Web,120.0,2018-03-21 09:54:00,2011-11-18 13:47:00,2011-11-18 13:47:00,,,0.0,7.676306501195492
136,201.42,201.42,201.42,1,Dog,Poodle-Toy,44.68,200.0,Phone,6.0,2018-06-10 10:16:00,2006-04-19 14:20:00,2006-04-19 14:20:00,,,0.0,4.508057296329453
137,462.45,462.45,462.45,1,Dog,Basset Hound,37.35,1000.0,Web,24.0,2018-12-12 09:44:00,2007-10-19 12:06:00,2007-10-19 12:06:00,,,0.0,12.38152610441767
138,447.32000000000005,89.46400000000001,196.3,5,Dog,Mixed breed Small (up to 20lbs when full grown),36.97,250.0,Phone,6.0,2018-01-19 13:34:00,2009-11-20 10:48:00,2009-11-20 10:43:00,,,0.0,12.099540167703545
142,2448.66,1224.33,1955.11,2,Dog,Mixed breed Small (up to 20lbs when full grown),109.6,500.0,Phone,120.0,2018-03-21 14:10:00,2007-08-20 16:05:00,2001-08-19 15:59:00,,,0.0,20.0
143,153.78,153.78,153.78,1,Dog,Mixed breed Small (up to 20lbs when full grown),81.22,200.0,Phone,12.0,2018-11-03 00:00:00,2003-06-20 16:19:00,2003-06-20 16:19:00,,,0.0,1.893376015759665
145,472.52,472.52,472.52,1,Dog,Australian Labradoodle,64.71,250.0,Web,6.0,2018-05-20 10:19:00,2002-10-19 12:43:00,2002-10-19 12:43:00,,,0.0,7.30211713800031
146,994.25,994.25,994.25,1,Dog,Maltese,69.82,250.0,Phone,6.0,2018-01-07 08:00:00,2012-10-18 10:22:00,2011-01-19 15:23:00,,,0.0,14.240189057576627
151,4035.5,4035.5,4035.5,1,Dog,Cockapoo,32.7,750.0,Web,6.0,2018-11-03 13:03:00,2012-01-19 10:13:00,2004-08-19 23:06:00,,,0.0,20.0
153,155.89,155.89,155.89,1,Dog,Lhasa Apso,47.73,700.0,Web,6.0,2018-04-27 13:39:00,2003-01-19 23:49:00,2003-01-19 23:49:00,,,0.0,3.266080033521894
157,375.97,125.32333333333334,338.22,3,Dog,Soft Coated Wheaten Terrier,43.65,500.0,Web,6.0,2018-01-16 12:28:00,2012-10-18 05:39:00,2002-01-19 12:07:00,,,0.0,8.613287514318444
162,209.0,104.5,127.0,2,Dog,German Shepherd,140.19,200.0,Web,6.0,2018-05-29 10:53:00,2012-05-18 13:52:00,2004-11-19 17:24:00,,,0.0,1.4908338683215636
163,907.35,907.35,907.35,1,Dog,Mixed breed Medium (20 - 55lbs when full grown),55.34,200.0,Web,6.0,2018-03-09 09:14:00,2006-11-18 12:11:00,2003-09-18 11:02:00,,,0.0,16.395916154680158
165,394.15,394.15,394.15,1,Dog,Mixed breed Large (55 – 90lbs when full grown),52.05,200.0,Web,6.0,2018-03-30 17:08:00,2004-11-18 09:02:00,2004-11-18 09:02:00,,,0.0,7.57252641690682
169,154.66,154.66,154.66,1,Dog,Yorkshire Terrier,40.02,250.0,Web,6.0,2018-10-31 20:33:00,2006-05-19 21:39:00,2006-05-19 21:39:00,,,0.0,3.8645677161419285
170,7755.08,2585.0266666666666,3981.15,3,Dog,Mixed breed Large (55 – 90lbs when full grown),82.0,500.0,Phone,24.0,2018-05-11 12:06:00,2010-11-19 15:40:00,2010-07-19 15:41:00,,,0.0,20.0
172,1832.45,916.225,1494.45,2,Dog,Goldendoodle,48.17,200.0,Web,6.0,2018-02-24 12:28:00,2005-08-20 13:56:00,2005-08-20 13:53:00,,,0.0,20.0
174,2984.41,746.1025,1054.1,4,Dog,Mixed breed (Unknown size),160.62,700.0,Phone,108.0,2018-02-01 09:25:00,2010-01-20 17:23:00,2010-01-20 16:37:00,,,0.0,18.58056281907608
177,1496.34,498.78,672.65,3,Cat,<Mixed Breed (Cat)>,81.44,150.0,Web,12.0,2018-01-15 22:25:00,2010-07-20 08:24:00,2010-06-20 01:55:00,,,0.0,18.37352652259332
183,341.42,341.42,341.42,1,Dog,Maltese,180.29,400.0,Web,120.0,2018-08-13 18:59:00,2012-12-19 15:29:00,2002-06-20 15:30:00,,,0.0,1.8937267735315326
185,959.23,959.23,959.23,1,Dog,Australian Shepherd,81.46,700.0,Phone,24.0,2018-12-15 14:15:00,2001-11-19 16:00:00,2001-11-19 16:00:00,,,0.0,11.775472624601033
186,591.42,591.42,591.42,1,Dog,Chihuahua (Short Coat),121.91,0.0,Web,6.0,2018-12-26 11:21:00,2004-07-19 00:57:00,2004-07-19 00:57:00,,,0.0,4.851283733902059
189,52.5,52.5,52.5,1,Dog,Labrador Retriever (Yellow),123.82,375.0,Phone,24.0,2018-07-01 00:00:00,2010-10-18 13:18:00,2010-10-18 13:18:00,,,0.0,0.4240025843967049
192,1598.06,532.6866666666666,695.86,3,Dog,German Shepherd,65.64,1000.0,Web,36.0,2018-09-08 00:12:00,2008-08-19 18:57:00,2008-08-19 17:47:00,,,0.0,20.0
195,314.72,314.72,314.72,1,Dog,Shih Tzu,120.02,200.0,Phone,72.0,2018-01-15 14:13:00,2004-06-18 05:04:00,2004-06-18 05:04:00,,,0.0,2.6222296283952677
199,425.93,425.93,425.93,1,Dog,Mixed breed Medium (20 - 55lbs when full grown),24.78,750.0,Web,24.0,2018-10-18 09:53:00,2012-04-18 21:38:00,2012-04-18 21:38:00,,,0.0,17.188458434221147
200,1678.51,419.6275,1114.72,4,Dog,Schnauzer - Standard,100.52,500.0,Phone,108.0,2019-01-01 00:00:00,2010-10-20 16:27:00,2004-07-20 14:27:00,,,0.0,16.698269001193793
203,219.45000000000002,109.72500000000001,146.3,2,Cat,Domestic Shorthair,44.11,500.0,Phone,6.0,2018-01-15 17:45:00,2005-10-18 10:32:00,2002-08-18 17:14:00,,,0.0,4.975062344139651
204,395.0,197.5,329.0,2,Dog,Cockapoo,66.01,500.0,Web,108.0,2018-09-26 13:23:00,2002-10-19 23:31:00,2002-10-19 23:30:00,,,0.0,5.983941826995909
205,2625.0,2625.0,2625.0,1,Dog,Mixed breed Small (up to 20lbs when full grown),34.29,250.0,EB,24.0,2018-12-01 00:00:00,2011-05-20 23:21:00,2011-05-20 23:21:00,,,0.0,20.0
206,1883.8400000000001,627.9466666666667,1751.0,3,Dog,Mixed breed Large (55 – 90lbs when full grown),35.48,1000.0,Web,24.0,2018-03-15 11:12:00,2003-02-20 16:47:00,2003-02-20 16:32:00,,,0.0,20.0
207,232.0,232.0,232.0,1,Dog,Mixed breed Large (55 – 90lbs when full grown),58.97,1000.0,Phone,6.0,2018-07-16 15:28:00,2011-08-18 10:59:00,2001-04-19 13:32:00,,,0.0,3.9342038324571815
210,2068.56,2068.56,2068.56,1,Cat,Domestic Mediumhair,50.68,700.0,Web,36.0,2018-08-25 22:37:00,2009-11-19 09:00:00,2009-11-19 09:00:00,,,0.0,20.0
211,317.61,317.61,317.61,1,Dog,Lagotto Romagnolo,137.95,500.0,Web,6.0,2018-06-12 21:03:00,2012-11-19 11:40:00,2002-01-20 12:17:00,,,0.0,2.302355926060167
214,139.75,139.75,139.75,1,Dog,French Bulldog,155.16,200.0,Phone,6.0,2018-01-28 20:52:00,2012-07-19 07:26:00,2003-12-18 08:33:00,,,0.0,0.9006831657643722
216,434.81,217.405,241.5,2,Dog,English Bulldog,106.09,250.0,Phone,6.0,2018-12-24 13:18:00,2012-11-19 13:29:00,2002-07-19 20:06:00,,,0.0,4.098501272504477
217,97.0,97.0,97.0,1,Dog,Labrador Retriever,125.84,200.0,Web,24.0,2018-03-02 11:42:00,2010-01-19 11:26:00,2008-10-19 17:27:00,,,0.0,0.7708200890019071
220,466.1,466.1,466.1,1,Dog,Goldendoodle,38.46,200.0,Web,6.0,2018-11-20 14:19:00,2007-12-20 12:39:00,2007-12-20 12:39:00,,,0.0,12.119084763390536
221,393.42,393.42,393.42,1,Dog,Goldendoodle,37.4,250.0,Web,6.0,2018-08-30 00:50:00,2007-01-20 16:26:00,2001-02-20 08:46:00,,,0.0,10.519251336898396
222,1837.02,612.34,1201.51,3,Dog,Golden Retriever,92.02,250.0,Phone,24.0,2018-04-09 14:23:00,2012-12-18 15:46:00,2002-12-20 19:14:00,,,0.0,19.963268854596826
225,121.83,121.83,121.83,1,Dog,Mixed breed Small (up to 20lbs when full grown),107.33,700.0,Phone,96.0,2018-01-14 19:28:00,2012-07-19 15:56:00,2012-07-19 15:56:00,,,0.0,1.1350973632721513
231,305.75,305.75,305.75,1,Dog,Golden Retriever,169.34,100.0,Phone,12.0,2018-09-29 15:30:00,2012-02-20 10:38:00,2001-09-20 23:52:00,,,0.0,1.8055391520018897
234,311.0,311.0,311.0,1,Dog,Australian Labradoodle,26.77,700.0,Web,6.0,2018-06-09 21:15:00,2004-02-20 13:04:00,2004-02-20 13:04:00,,,0.0,11.617482256257004
235,763.38,763.38,763.38,1,Dog,Mixed breed Small (up to 20lbs when full grown),31.79,500.0,Phone,6.0,2018-02-22 16:05:00,2007-10-18 10:15:00,2006-03-20 23:04:00,,,0.0,20.0
238,8594.470000000001,2864.8233333333337,4213.79,3,Dog,Mixed breed Medium (20 - 55lbs when full grown),72.74,200.0,Phone,24.0,2018-12-05 19:42:00,2005-07-19 04:39:00,2005-05-19 07:45:00,,,0.0,20.0
239,448.42,448.42,448.42,1,Dog,Cavalier King Charles Spaniel,46.94,200.0,Web,6.0,2018-04-04 09:58:00,2007-07-20 06:21:00,2002-11-20 19:34:00,,,0.0,9.553046442266725
240,787.86,787.86,787.86,1,Dog,Shih Tzu,29.66,500.0,Web,12.0,2018-11-28 08:59:00,2006-12-20 08:42:00,2006-12-20 08:42:00,,,0.0,20.0
243,241.92,241.92,241.92,1,Dog,Chesapeake Bay Retriever,105.72,1000.0,Web,6.0,2018-07-12 14:31:00,2012-06-20 17:21:00,2012-06-20 17:21:00,,,0.0,2.2883087400681044
247,1535.81,511.93666666666667,1092.8,3,Dog,Mixed breed Medium (20 - 55lbs when full grown),98.52,700.0,Web,96.0,2018-04-15 10:16:00,2009-10-20 14:55:00,2003-09-19 14:21:00,,,0.0,15.588814453917987
248,34.0,34.0,34.0,1,Dog,Cavalier King Charles Spaniel,85.45,250.0,Phone,6.0,2018-04-25 11:56:00,2008-10-18 00:50:00,2001-04-19 08:04:00,,,0.0,0.3978935049736688
249,192.0,192.0,192.0,1,Dog,Mixed breed Small (up to 20lbs when full grown),41.39,500.0,Phone,6.0,2018-02-22 06:48:00,2003-06-19 14:01:00,2003-06-19 14:01:00,,,0.0,4.638801642908915
252,271.95,90.64999999999999,192.5,3,Dog,Doberman Pinscher,73.73,1000.0,Phone,6.0,2018-01-01 06:26:00,2011-12-18 11:54:00,2010-06-18 07:37:00,,,0.0,3.6884578868845783
253,174.41000000000003,87.20500000000001,89.68,2,Dog,Mixed breed Small (up to 20lbs when full grown),189.43,50.0,Web,120.0,2018-08-07 07:43:00,2012-10-20 17:17:00,2012-10-20 17:02:00,,,0.0,0.920709496911788
254,520.41,520.41,520.41,1,Dog,Maltese,44.79,200.0,Web,6.0,2018-04-21 11:10:00,2005-11-18 14:01:00,2005-11-18 14:01:00,,,0.0,11.61888814467515
255,111.77,111.77,111.77,1,Dog,Mixed breed Large (55 – 90lbs when full grown),104.0,500.0,Web,24.0,2018-02-26 19:32:00,2007-07-20 16:19:00,2007-07-20 16:19:00,,,0.0,1.0747115384615384
257,365.56,182.78,286.06,2,Dog,Golden Retriever,70.92,650.0,Web,6.0,2018-03-12 08:56:00,2005-03-18 15:58:00,2005-03-18 15:57:00,,,0.0,5.154540327129159
261,106.29,106.29,106.29,1,Cat,Domestic Shorthair,43.77,500.0,Phone,60.0,2018-04-17 07:51:00,2009-05-18 04:12:00,2009-05-18 04:12:00,,,0.0,2.4283755997258396
269,574.21,574.21,574.21,1,Dog,Doberman Pinscher,207.23,200.0,Phone,48.0,2018-07-07 09:47:00,2011-04-20 22:46:00,2005-10-19 13:20:00,,,0.0,2.770882594218984
271,175.0,175.0,175.0,1,Dog,Labrador Retriever (Chocolate),103.41,500.0,Phone,6.0,2018-05-25 08:04:00,2012-09-19 21:05:00,2002-07-20 03:46:00,,,0.0,1.6922928150082197
272,116.96,116.96,116.96,1,Dog,Mixed breed Small (up to 20lbs when full grown),46.55,250.0,Phone,6.0,2018-05-16 07:43:00,2012-10-19 13:01:00,2012-10-19 13:01:00,,,0.0,2.512567132116004
274,503.7,503.7,503.7,1,Dog,Pembroke Welsh Corgi,78.1,500.0,Phone,6.0,2018-01-13 12:17:00,2002-07-18 09:38:00,2002-07-18 09:38:00,,,0.0,6.449423815620999
275,321.49,321.49,321.49,1,Dog,Bernedoodle,74.47,1000.0,Web,6.0,2018-11-11 21:37:00,2001-09-19 15:18:00,2001-09-19 15:18:00,,,0.0,4.317040418960655
276,203.03,67.67666666666666,109.0,3,Dog,Irish Setter,104.66,700.0,Web,48.0,2018-10-08 11:47:00,2008-01-20 05:31:00,2005-08-19 04:11:00,,,0.0,1.939900630613415
285,292.55,292.55,292.55,1,Cat,Domestic Shorthair,20.28,750.0,Web,6.0,2018-10-21 05:06:00,2012-12-18 07:21:00,2012-12-18 07:21:00,,,0.0,14.425542406311637
286,658.55,109.75833333333333,213.04,6,Dog,Miniature Schnauzer,62.99,700.0,Web,6.0,2018-05-31 06:02:00,2010-01-19 15:57:00,2010-01-19 15:53:00,,,0.0,10.454834100650896
290,372.78,372.78,372.78,1,Dog,Belgian Malinois,43.29,800.0,Phone,24.0,2018-02-28 11:29:00,2003-04-20 15:14:00,2003-04-20 15:14:00,,,0.0,8.611226611226611
291,275.0,275.0,275.0,1,Dog,Saint Bernard,71.77,1000.0,Web,6.0,2018-09-11 08:53:00,2010-10-18 21:32:00,2010-10-18 21:32:00,,,0.0,3.8316845478612236
292,144.19,144.19,144.19,1,Dog,Chihuahua,48.92,1000.0,Phone,12.0,2018-01-16 09:51:00,2012-08-20 15:42:00,2004-01-19 22:13:00,,,0.0,2.9474652493867537
294,220.43,220.43,220.43,1,Dog,Mixed breed Medium (20 - 55lbs when full grown),51.25,200.0,Web,6.0,2018-05-04 12:10:00,2012-01-18 09:29:00,2008-11-18 06:11:00,,,0.0,4.301073170731708
297,290.04,145.02,250.05,2,Dog,English Bulldog,157.22,250.0,Web,6.0,2018-06-25 06:30:00,2011-10-19 13:09:00,2006-10-19 05:26:00,,,0.0,1.8448034601195777
298,498.58,99.716,182.2,5,Cat,<Mixed Breed (Cat)>,53.22,500.0,Web,84.0,2018-02-13 06:00:00,2011-05-20 01:17:00,2007-06-20 20:37:00,,,0.0,9.368282600526118
299,560.27,560.27,560.27,1,Dog,Australian Shepherd,45.71,200.0,Web,6.0,2018-09-10 07:48:00,2001-10-20 21:50:00,2001-10-20 21:50:00,,,0.0,12.257055348938962
304,698.52,698.52,698.52,1,Dog,Maltese,85.11,500.0,Phone,60.0,2018-06-11 09:11:00,2010-06-20 07:36:00,2006-03-19 07:01:00,,,0.0,8.207261191399365
